name,infrastructure_type,latitude,longitude
"Government Hospital, Chengam",hospital,12.30548,78.795953
Government Hospital Panchapalli,hospital,12.4587955,77.9429947
"Government Hospital, Barur",hospital,12.3078575,78.3064905
Government Tiruvannamalai Medical College and Hospital,hospital,12.2259398,79.0660738
"Government Hospital, Keezh Mambattu",hospital,12.18217,79.484264
St.Josep Hospital,hospital,12.2192668,79.6544775
Sundaram Hospital Thirupathur,hospital,12.4916833,78.5674219
Government Hospital Kadaladi,hospital,12.2643174,78.7398073
"Government Hospital, Thellar",hospital,12.4051717,79.5512245
G.K.Hospital,hospital,12.3047721,78.0725799
SS Hospital,hospital,12.2366349,79.0749229
"Government Hospital, Chetpet",hospital,12.4663281,79.3495034
"Government hospital, Arattavadi",hospital,12.2315369,78.8005096
Government Hospital Kalasapakkam,hospital,12.43678,79.098871
Sri Ramana Hospital,hospital,12.2307935,79.0734877
Padagam Government Hospital,hospital,12.4234266,79.1909856
N.P.Petral Government Hospital,hospital,12.1922727,79.253024
"Government Hospital, Valathy",hospital,12.3477657,79.3797042
"Goverment Hospital,Bendarahalli",hospital,12.2700824,78.3200544
"Durai Hospital, Thirupathur",hospital,12.4927711,78.5682528
Gingee Government Hospital,hospital,12.2518572,79.4197241
"Government Hospital, Jakkasamudram",hospital,12.3937246,78.0522641
Government Hospital Karapattu,hospital,12.3760301,78.9411032
Sathanur Dam Government Hospital,hospital,12.2014278,78.8977477
"Government Hospital, Uthangarai",hospital,12.26612,78.535949
"Government Hospital, Thandrampattu",hospital,12.16212,78.942398
"Government Hospital, Kodamandapatti",hospital,12.3352191,78.4465555
"Government Hospital, Anandur",hospital,12.2637832,78.3701247
"Government Hospital, Pochampalli",hospital,12.3322477,78.365767
"Government Hospital, Adiannamalai",hospital,12.25389,79.040524
"Thurinjapuram,Government Hospital",hospital,12.32102,79.087653
Vasantha Hospital Wellness Research Centre,hospital,12.2354267,79.0713162
Uma Hospital,hospital,12.2309805,79.6498703
"Government Hospital, Mathur",hospital,12.3826201,78.4136738
"Government Hospital, Marakkanam",hospital,12.1975179,79.9497067
"Government General Hospital, Cheyyur",hospital,12.35204,80.002556
Salem Government Hospital,hospital,11.6554386,78.1520712
Ponni Hospital,hospital,11.60974,79.549778
"Government Hospital, Mylambadi",hospital,11.5240579,77.673179
Guru Women And Children Hospital,hospital,11.6550881,78.1631441
"Government Hospital, Kothampadi",hospital,11.62641,78.542199
Government Hospital Attur,hospital,11.59709,78.601343
Annai Hospital,hospital,11.56159,79.593036
"Government Hospital, Guruvareddyur",hospital,11.6468761,77.6822366
N.S. Kumudham Hospital,hospital,11.59626,78.599512
Surya Hospital,hospital,11.58091,77.58527
"Government Hospital, Valapady",hospital,11.65706,78.403773
Sakthi Hospital,hospital,11.498927,77.2433702
Sindhu Hospital,hospital,11.57417,77.590371
AVM Hospital,hospital,11.6264369,78.1394204
Deivam Hospital,hospital,11.5221268,79.3246282
"Govt. Hospital, Melur",hospital,11.65429,78.937592
Sundaram Multi Speciality Hospital,hospital,11.600633,78.5948143
Mangorange Hospital,hospital,11.5149866,76.3560444
Goverment Hospital Kaludoor,hospital,11.50839,79.090308
"Government Hospital, Kolapalli",hospital,11.5487451,76.3115365
Annai Hospital,hospital,11.57992,77.588319
Sree Jayam Ortho and Multi Speciality Hospital,hospital,11.5441388,78.1460813
Vembadithalam Government General Hospital,hospital,11.5683,78.01211
Vanitha Hospital,hospital,11.6239931,78.1184622
"Government Hospital, Kurinchipadi",hospital,11.560854,79.5975832
Pachiappa Hospital,hospital,11.58571,77.833131
"Government Hospital, Gangavalli",hospital,11.506984,78.6431595
"Government Hospital, D.G.Pudur",hospital,11.50343,77.311249
Arun Gowri Hospital,hospital,11.57659,77.588756
"Government Hospital, Neyveli",hospital,11.6282392,79.5307866
Samiritian Hospital,hospital,11.52065,76.502776
"Government Hospital, Vennandur",hospital,11.51701,78.088631
"Government Hospital, Dadapuram",hospital,11.62225,77.877189
"Government Hospital, T.N.Palayam",hospital,11.50771,77.383285
C. N. Hospital,hospital,11.55724,78.0096
Sudha Hospital,hospital,11.5543431,79.5470772
Annapoorna Medical College Hospital,hospital,11.57693,78.037627
"Government Hospital, Veppur",hospital,11.52467,79.122012
"Goverment Hospital, Nallur",hospital,11.5676381,79.190047
"Government Hospital, Virudhachalam",hospital,11.5154858,79.3171992
"Government Hospital, Panamarathupatti",hospital,11.56589,78.161533
"Government Hospital, Anthiyur",hospital,11.5813367,77.5862689
Priyam Speciality Hospital,hospital,11.63446,78.124388
Priya Medical Centre,hospital,11.49886,76.486377
Dr P Ramalingam Hospital,hospital,11.52871,78.056289
Nalam Hospital,hospital,11.65862,78.147448
K.N. Nataraj Hospital,hospital,11.6581476,78.167265
"Government Hospital, Hasthampatti",hospital,11.6795,78.157266
"Thondamanatham, Government Hospital",hospital,11.6589389,79.7132015
M.J. Hospital,hospital,11.6689574,78.1209471
"Government Hospital, Tharamangalam",hospital,11.69503,77.963161
Mahalakshmi Hospital,hospital,11.69241,79.28535
Ponnammapettai PHC,hospital,11.6660487,78.1770681
"Government Hospital, K.R.Thoppur",hospital,11.68382,78.007937
"ESI Hospital, Salem",hospital,11.671506,78.0818924
Anna Hospital,hospital,11.656945,78.1775664
Selvi Hospital,hospital,11.6588,78.168423
"Government Hospital, Ulundurpet",hospital,11.6926834,79.2860201
Ganesan Nursing Hospital,hospital,11.6721696,78.1527134
Global Medical Centre Jagirammapalayam,hospital,11.6894409,78.1108847
Salem Medical Centre,hospital,11.67607,78.163014
"Government Hospital For Pregnancy, Ammapet",hospital,11.65953,78.183895
Shri Suraksha Speciality Medical Centre,hospital,11.6590215,78.1587125
Dr.Thiru Neuro Multi Speciality,hospital,11.6623376,78.203353
Deepam Hospital,hospital,11.6576703,78.4065155
Dr. Nalini Sridhar Hospital,hospital,11.6603637,78.168978
Sri Sellappa Hospital,hospital,11.65978,78.154787
SIMS Chellum Hospital,hospital,11.6698396,78.1558407
Panruti Government Hospital,hospital,11.7674836,79.5491037
"Government Hospital, Kattumannar Koil",hospital,11.2842074,79.551805
"Government Hospital, Thingalur",hospital,11.3237179,77.4854617
"Government Maternity Hospital, Agathiar",hospital,11.33716,77.727075
Krishna Medical Centre,hospital,11.2854479,77.6039939
Baby Hospital,hospital,11.335873,77.7315099
Dr Kokilasekar Nursing Hospital,hospital,11.3395874,77.7269838
"Government Hospital, Veppur",hospital,11.31459,79.064626
Manakudaiyan Government Hospital,hospital,11.3345522,79.2318018
Lakshmi Hospital,hospital,11.3329461,77.7179248
Joseph Hospital,hospital,11.30801,77.704584
Government Hospital Anukkur,hospital,11.3308736,78.8599921
"Manickampalayam, Government Hospital",hospital,11.32887,78.017713
Malar Hospital,hospital,11.7722604,79.5539969
Andal Hospital,hospital,11.7612866,79.7642423
Chinnu Hospital,hospital,11.3352924,77.7197145
Sendamangalam Government Hospital,hospital,11.27988,78.234922
KMCH Speciality Hospital,hospital,11.33911,77.716284
"Government Hospital, Semmandapatty",hospital,11.79257,78.029599
"Yercaud, Government Hospital",hospital,11.7786513,78.2145479
Kavin Hospital,hospital,11.3383568,77.7138882
Melurhosatty Goverment Hospital,hospital,11.3015895,76.7021749
Arcees Hospital,hospital,11.3381082,77.7110478
"Government Hospital, Geermalam",hospital,11.7616234,77.2320886
"Government Hospital, Kuzhumoor",hospital,11.3142,79.150918
Maragathavalli Hospital,hospital,11.3328528,77.7193915
Lkm Hospital,hospital,11.3335626,77.7190368
JJ hospital,hospital,11.33168,77.728823
Chamraj Group Hospital,hospital,11.3004209,76.6884508
"Government Hospital, Mettupalayam",hospital,11.2891427,76.9409612
S.M. Hospital,hospital,11.7703029,79.5520954
SCS Hospital And Urology Clinic,hospital,11.3410253,77.718043
Anusha Hospital,hospital,11.3397168,77.7166805
Jai Maaruthi Hospital,hospital,11.332,77.727272
A.M.M. Hospital,hospital,11.77751,79.662562
Annai Hospital,hospital,11.7709457,79.5498822
Omalur Government Hospital,hospital,11.74161,78.044296
"Government hospital,Belur",hospital,11.70532,78.419538
JVR Maternity Home,hospital,11.75458,79.760294
Sharon Cancer Center and General Hospital,hospital,11.7308873,78.1721664
Sri Annai Hospital,hospital,11.7459634,79.7448805
Pugazh Hospital,hospital,11.7360674,78.9628202
"Government Hospital, Jalakandapuram",hospital,11.6998786,77.8792017
Arcot Hospital,hospital,11.75595,79.7615981
Manipal Hospital,hospital,11.703072,78.1026612
"Tholasampatti, Government Hospital",hospital,11.75638,77.973813
"Government Hospital, Kallakurichi",hospital,11.7372686,78.9591918
Ss Heart And Skin Care Hospital,hospital,11.73566,78.965382
Goverment Hospital,hospital,11.7580777,78.2969128
Sri Hari Hospital,hospital,11.7396726,78.0440701
Valaisayur PHC,hospital,11.7048193,78.2479415
,hospital,12.7956393,79.8183483
,police,12.8204638,79.7181166
Police Checkpost,police,10.2648663,77.5394683
,hospital,11.9088641,78.6253158
,hospital,13.0753606,80.21879
hospital ground,hospital,11.3348089,79.1024567
Devi Hospital,hospital,11.0253792,76.9381035
Arasavanangadu Government Hospital,hospital,10.8280004,79.5543811
Koothanallur Fire  Station,fire_station,10.7187756,79.5237309
Anjugramam Police Station,police,8.1487731,77.5704974
SHABNA HOSPITAL,hospital,8.9695304,77.300373
avm hospital,hospital,8.7966695,78.1422851
Taj Hospital,hospital,13.0239396,80.116819
Malar Clinic,hospital,12.9645886,80.1958518
Primary health Center,hospital,13.1207073,79.9960294
Prasad Multispeciality Hospital,hospital,13.156154,80.301391
Uma Hospital,hospital,13.1345397,80.2058879
M N Eye Hospital,hospital,13.2786682,80.2608979
"ESI Hospital, Minjur",hospital,13.2793062,80.2577503
PMS Hospital,hospital,13.3348563,80.1941403
Suman Hospital,hospital,13.1503301,80.2984201
Thangam Hospital,hospital,13.332976,80.19451
Alpha Hospital,hospital,13.420618,80.114126
Mother Joseph Hospital,hospital,13.537285,80.07133
Sugam Hospital,hospital,13.414053,80.12703
Sushrutha Surgical Hospital,hospital,13.3348758,80.190578
Hasini Eye Care Clinic and General Hospital,hospital,13.337998,80.1928478
Sankara Eye Hospital,hospital,13.165259,80.25871
Jeyam Multi Speciality Hospitals,hospital,13.3342331,80.1954472
G S Hospital,hospital,13.1537616,80.3006482
Welcare Hospital,hospital,13.3306875,80.1887374
Sai Hospital,hospital,13.3637671,80.1405042
RMK Hospital,hospital,13.361191,80.140533
Md Hussain Hospital,hospital,13.1702776,80.193567
Julia Hospital,hospital,13.3357903,79.9084828
Esha Hospital,hospital,13.1521728,80.3002146
Annai Hospital,hospital,13.1486276,80.2982812
Sekar Hospital,hospital,13.1523333,80.2998808
St. Anthony's Hospital,hospital,13.161861,80.204431
Dr.Bala Lakshmi Hospital,hospital,13.329233,80.187201
???? ????? ??????? ???????,hospital,8.603808,77.9462525
Janani Hospital,hospital,13.139584,79.906791
Annai Siddha Ayurvedha Hospital,hospital,13.1433504,79.8754025
Herbocare Hospital,hospital,13.131715,79.928058
Dr.Prabhu Shankar Child Care,hospital,13.1439414,79.9052155
Saveetha Rural Health Centre,hospital,13.031324,79.85549
Arjuna Hospital,hospital,13.1167548,79.9112778
MJ Orthocare Hospital,hospital,13.1307363,79.9106285
DPS Hospital,hospital,13.0509177,80.0994192
Cure Well Hospital,hospital,13.044839,80.078007
Valarmathi Hospital,hospital,13.1439516,79.908917
Kannimaram Hospital,hospital,13.0471845,80.184358
Vasanthi Dental Hospital,hospital,13.0401817,80.1803453
Vijayalakshmi Hospital,hospital,13.143569,79.9088701
Sai Multispeciality Hospital,hospital,13.0312709,79.8535026
SM Hospital,hospital,13.1363359,79.9086732
Thiruvallur Urban Maternity Centre,hospital,13.144271,79.899066
Aravind Eye Hospital,hospital,13.0532913,80.1249542
CSI Hospital,hospital,13.14463,79.909159
Be Well Hospital,hospital,13.0506409,80.0986929
Dr.Annamalai Hospital,hospital,13.1798882,79.6108916
Thendral Skin and Dental Hospital,hospital,13.139915,79.9078323
Srinivasa Medicals,hospital,13.1780924,79.6106252
Dr. Nesam Multispeciality Dental Hospital,hospital,13.1110614,79.9106022
Sri Jayendra Saraswati Ayurveda Hospital,hospital,13.0426113,80.0723617
Vasan Eyes Care Hospital,hospital,13.131197,79.909378
The Royal Mayush Hospital,hospital,13.1236572,79.964507
Dr.Hemachandran Hospital,hospital,13.1793744,79.6113316
G.K. Hospital,hospital,13.1086082,79.9104426
Meenakshi Mission Hospital,hospital,13.0472622,80.1815603
Ramdas Hospital,hospital,13.0502479,80.0910986
Dr. Sarojini Hospital,hospital,13.1444936,79.903447
Shanthi Hospital,hospital,13.0470409,80.1841129
Dr. Natarajan Multi Speciality Hospital & Kidney Care Centre,hospital,12.9783152,79.6175484
Shrishti Hospital,hospital,12.925748,79.3562419
Lakshmi Prasad Hospital,hospital,12.9252702,79.3618728
Dr.Ganesh Hospital,hospital,12.9252402,79.3627706
Happy Smile Speciality Dental Hospital,hospital,12.9239216,79.3638601
Balaji ENT & Dental Care Hospital,hospital,13.0869567,79.6637537
Dr.Pandiyakumar Children Hospital,hospital,12.9034778,79.3196063
AKG Maternity and Fertility Centre,hospital,12.8345687,79.7029989
Karthigai Centre for Mental Health Care,hospital,12.8242383,79.7018995
Kavitha Hospital,hospital,12.9269785,79.3639246
Sunflower Siddha Hospital for Skin and Fertility,hospital,12.8419147,79.7042481
Sri Ne Hospital,hospital,12.8246378,79.707055
Murthy Hospital,hospital,13.084744,79.6681736
RJR Hospital,hospital,12.8446595,79.6981141
Bone Care Hospital,hospital,12.8253797,79.7076101
Lavanya Hospital,hospital,12.9267063,79.3642127
Hajirabi Hospital,hospital,12.9051686,79.3293025
Sivananda Siddha Hospital,hospital,12.8354377,79.7075758
Adara Kerala Ayurveda,hospital,12.8239875,79.7066801
M.S.D Hospital,hospital,12.837496,79.7069417
"Herbocare Hospital, Kanchipuram",hospital,12.8345759,79.7130055
Dr. Natarajan Speciality Hospital and Kidney Care Centre,hospital,12.8375268,79.7077525
Sri Sankara Hospital,hospital,12.8396788,79.7034733
VKJ Hospital,hospital,12.8365745,79.7052662
AKG Fertility Centre,hospital,12.8251564,79.7073067
Dr. Kamakshi Memorial Hospital,hospital,12.8358681,79.7077257
Rakshith Hospital,hospital,12.7197418,80.1874624
Raja Hospital,hospital,12.7304572,80.187812
Pandiyan Hospital,hospital,12.9256426,79.8814855
MPS Paediatric Health Care Centre,hospital,12.9691309,79.9452782
Asha Hospital,hospital,12.4479169,80.0024712
Shri Maruthi Multi Speciality Hospital,hospital,12.5104015,79.8853438
Sagundaladevi Hospital,hospital,12.9252156,79.8769385
ESI Hospital,hospital,12.8875617,80.0237609
Anthonyammal Hospital,hospital,12.615871,79.758965
Shanmuga Hospital,hospital,12.9257633,79.8797713
Rotary Hospital,hospital,12.6239611,80.0555686
R.K. Hospital,hospital,12.982638,80.015081
Shifa Hospital,hospital,12.929514,79.875752
Private Hospital,hospital,12.5103701,79.8832905
Varam Health Care,hospital,12.6332544,80.1961711
Apollo Hospital,hospital,12.437003,79.83058
Sri Venkateshwara Hospital,hospital,12.5643829,80.1191531
Sri Devi Hospital,hospital,12.9279755,79.877669
Robust Health Care Centre,hospital,12.8870998,80.0250194
Bon Secours Hospital,hospital,12.9322908,79.8742851
Rehoboth Healthcare Centre,hospital,12.949675,80.036597
Saravana Hospital,hospital,12.8870832,80.0243038
Mudugurai Hospital,hospital,12.466272,79.8844669
Sri Sharada Hospital,hospital,12.9672732,79.9467967
Vijay Hospital,hospital,12.6082821,80.0577702
Sri Ramakrishna Hospital,hospital,12.5096751,79.8895842
Agaram Hospital,hospital,12.472333,79.874925
Saradha Hospital,hospital,12.8875885,80.0243868
Anandajyoti Hospitals,hospital,12.6180278,79.7594709
Hitech Hospital,hospital,12.9697594,79.9424188
Mother Care Hospital,hospital,12.605737,79.921047
Dr. Chitra Hospital,hospital,12.5096532,79.8875315
Moorthy Hospital,hospital,12.6207093,80.1920299
Arokia Annai Hospital,hospital,12.7560995,80.0091891
JSP Hospital,hospital,12.6974472,79.9724747
Raman Hospital,hospital,12.6823207,79.9820549
Sulaiman Memorial Dental and Child Care,hospital,12.7638952,80.0039609
Krishna Hospital,hospital,12.7599373,80.0040774
Filariasis Hospital,hospital,12.6954884,79.9782314
Sri Venkateshwara Hospital,hospital,12.7618855,80.002589
Sri Balaji Hospital,hospital,12.7607913,80.0037308
Government Hospital,hospital,12.675575,79.978293
Sri Siddhalaym Hospital,hospital,12.6701352,79.9848253
Mrk Hospital,hospital,12.688846,79.98029
Nirahhs Health Centre,hospital,12.7990975,80.0241996
Naveen Hospital,hospital,12.7935765,80.0270741
Sai Fertility Centre and Hospital,hospital,12.690083,79.980058
Akshaya Sida Hospital,hospital,12.7962013,80.022447
Bagavathy Hospital,hospital,12.6915156,79.9808587
Herbo Care Herbal Hospital,hospital,12.6818078,79.9810921
V.K.R Piles Hospital,hospital,12.691572,79.980346
Ezhil Siddha Hospital,hospital,12.6874169,79.9804067
Sanjeevi Health Care,hospital,12.786869,80.014689
Sundaram Hospital,hospital,12.6880247,79.9789026
SRM Urban Health Centre,hospital,12.7998826,80.0241862
Arokya Annai Hospital,hospital,12.8467495,80.0869154
Sri Meenachi Hospital,hospital,12.850128,80.140347
Nithya Gurru Hospital,hospital,12.867641,80.0760446
Thangam Hospital,hospital,12.8400457,80.0560074
G.V. Hospital,hospital,12.8143321,80.0770019
Suriya Ayurveda Hospital,hospital,12.8588635,80.0560942
"Rishika Ortho, Spine and Joint Speciality Centre",hospital,12.8441025,80.0587314
Sugam Hospital,hospital,12.82684,80.166309
Sri Kamatchi Hospital,hospital,12.9050035,80.0929742
Magna Open Health Service,hospital,12.8576412,80.0694728
